None,coid,mdate,key3,district_id,district,tsign,tsign_fg,location,road_fg,coord_x,coord_y,land,build,berth,land_area,zoning,zoning_fg,ncity_z,ncity_z_fg,land_use,land_use_fg,rent_floor,rent_up_ll,rent_single,tot_floor,top_floor,bstate,bstate_fg,mainuse,mainuse_fg,matl,matl_fg,build_dd,room_age,build_area,room,hall,health,compart,mgt_com,furn,berth_tp,berth_tp_fg,berth_area,tot_prc,unit_prc,berth_prc,rmk,ann_date,abnorm_td,abnorm_loc,abnorm_prc
884,E,2020-07-03 00:00:00+00:00,RPQQMLQKPHPFFDE76CC,三民區,807,土地,A,灣昌段211~240地號,,22.653239,120.329683,1,0,0,8.02,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.2,0.0,,2020-09-04 00:00:00+00:00,,,
885,E,2020-07-03 00:00:00+00:00,RPWOMLRJPHPFFDE17CC,三民區,807,土地,A,灣愛段241~270地號,,22.658128,120.320294,1,0,0,536.19,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.0,0.0,0.0,,2020-09-04 00:00:00+00:00,,,
886,E,2020-07-03 00:00:00+00:00,RPXNMLSLPHPFFLE28CC,大寮區,831,土地,A,赤崁段潮州寮小段5251~5280地號,,22.560741,120.412284,1,0,0,200.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.0,0.0,0.0,"含增建或未登記建物。;實際承租地坪約200坪,未保存登記建物約150坪",2020-09-11 00:00:00+00:00,,,
887,E,2020-07-06 00:00:00+00:00,RPSPMLLLPHPFFIE96CC,仁武區,814,土地,A,仁義段691~720地號,,22.702556,120.390493,1,0,0,80.0,,,鄉村區,13,乙種建築用地,02,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.5,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約80坪.2.承租未保存登記建物約140坪,2020-09-11 00:00:00+00:00,,,
888,E,2020-07-07 00:00:00+00:00,RPVOMLSLPHPFFIE87CC,大社區,815,土地,A,圳觀段181~210地號,,22.735513,120.360194,1,0,0,120.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.5,0.0,0.0,含增建或未登記建物。;,2020-09-11 00:00:00+00:00,,,
889,E,2020-07-08 00:00:00+00:00,RPPNMLKKPHPFFJE98CC,路竹區,821,土地,A,金平段331~360地號,,22.869454,120.268672,1,0,0,45.0,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.0,0.0,0.0,含增建或未登記建物。;承租地坪約45坪，承租未保存登記建物約33坪,2020-09-04 00:00:00+00:00,,,
890,E,2020-07-08 00:00:00+00:00,RPPSMLKKPHPFFIE76CC,大社區,815,土地,A,大安段61~90地號,,22.734413,120.345414,1,0,0,102.85,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.4,0.0,0.0,此件為未保存建物。,2020-09-04 00:00:00+00:00,,,
891,E,2020-07-08 00:00:00+00:00,RPSOMLSLPHPFFIE57CC,仁武區,814,土地,A,澄清段91~120地號,,22.672343,120.357044,1,0,0,108.61,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.4,0.0,0.0,含增建或未登記建物。;承租未保存登記建物約85坪,2020-09-11 00:00:00+00:00,,,
892,E,2020-07-08 00:00:00+00:00,RPUOMLSLPHPFFIE77CC,仁武區,814,土地,A,文武段91~120地號,,22.699645,120.357926,1,0,0,64.92,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.0,0.0,含增建或未登記建物。;,2020-09-11 00:00:00+00:00,,,
893,E,2020-07-10 00:00:00+00:00,RPSRMLPKPHPFFEE07CC,左營區,813,土地,A,福民段301~330地號,,22.6822,120.315393,1,0,0,570.98,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,13.5,0.0,0.0,含增建或未登記建物。;建物未保存登記共247.5平方公尺,2020-09-04 00:00:00+00:00,,,
894,E,2020-07-10 00:00:00+00:00,RPTNMLTLPHPFFFE37CC,橋頭區,825,土地,A,建樹段751~780地號,,22.759808,120.305482,1,0,0,13.01,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.2,0.1,0.0,含增建或未登記建物。;承租地坪約13坪，承租未保存登記建物約13坪,2020-09-11 00:00:00+00:00,,,
895,E,2020-07-10 00:00:00+00:00,RPWNMLQJQHPFFIE57CC,鳥松區,833,土地,A,美德段751~780地號,,22.648719,120.393733,1,0,0,70.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.2,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約70坪.2.承租未保存登記建物約60坪.,2020-09-22 00:00:00+00:00,,,
896,E,2020-07-13 00:00:00+00:00,RPRNMLTLPHPFFFE17CC,永安區,828,土地,A,復興段391~420地號,,,,1,0,0,40.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.3,0.0,0.0,含增建或未登記建物。;承租地坪約40坪，承租未保存登記建物約30坪,2020-09-11 00:00:00+00:00,,,
897,E,2020-07-13 00:00:00+00:00,RPXOMLKMPHPFFFE07CC,燕巢區,824,土地,A,北角宿段691~720地號,,,,2,0,0,515.16,,,工業區,03,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,13.0,0.0,0.0,含增建或未登記建物。;承租地坪約515坪，承租未保存登記建物約515坪,2020-09-11 00:00:00+00:00,,,
898,E,2020-07-14 00:00:00+00:00,RPXPMLLLPHPFFDE96CC,三民區,807,土地,A,中華段一小段1231~1260地號,,,,1,0,0,25.11,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.1,0.0,承租含未保存登記建物約27坪,2020-09-11 00:00:00+00:00,,,
899,E,2020-07-15 00:00:00+00:00,RPPNMLPLPHPFFEE09CC,左營區,813,土地,A,福民段271~300地號,,,,1,0,0,76.14,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.3,0.0,0.0,此物建為有申請門牌的廠房空間.但沒有標的物建號.無法輸入標的清冊之建物欄位.故選擇標的種類為土地.特此說明,2020-09-11 00:00:00+00:00,,,
900,E,2020-07-16 00:00:00+00:00,RPPOMLTLPHPFFIE37CC,仁武區,814,土地,A,仁新段961~990地號,,22.701975,120.369114,1,0,0,650.01,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,15.0,0.0,0.0,租賃部分土地2148.8平方公尺，含增建或未登記建物。,2020-09-11 00:00:00+00:00,,,
901,E,2020-07-16 00:00:00+00:00,RPTQMLMLPHPFFIE27CC,仁武區,814,土地,A,澄德段31~60地號,,22.68408,120.341757,1,0,0,362.38,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,11.0,0.0,0.0,,2020-09-11 00:00:00+00:00,,,
902,E,2020-07-17 00:00:00+00:00,RPPOMLQJQHPFFIE96CC,仁武區,814,土地,A,仁新段961~990地號,,22.701975,120.369114,1,0,0,220.0,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.0,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約220坪.2.承租未保存登記建物約220坪.,2020-09-22 00:00:00+00:00,,,
903,E,2020-07-17 00:00:00+00:00,RPQOMLQJQHPFFIE07CC,鳥松區,833,土地,A,大腳腿段1471~1500地號,,22.64358,120.380949,1,0,0,100.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.8,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約100坪.2.承租未保存登記建物約100坪,2020-09-22 00:00:00+00:00,,,
904,E,2020-07-20 00:00:00+00:00,RPXNMLRJQHPFFIE77CC,大社區,815,土地,A,清福段361~390地號,,22.750258,120.351356,1,0,0,100.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.3,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約100坪.2.承租未保存登記建物約75坪.,2020-09-22 00:00:00+00:00,,,
905,E,2020-07-21 00:00:00+00:00,RPRNMLOKQHPFFLE27CC,大寮區,831,土地,A,赤崁段2041~2070地號,,22.534511,120.413352,1,0,0,107.69,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.1,0.0,0.0,含增建或未登記建物。;承租未保存登記建物約80坪,2020-09-04 00:00:00+00:00,,,
906,E,2020-07-22 00:00:00+00:00,RPPOMLRJQHPFFIE07CC,仁武區,814,土地,A,金鼎段751~780地號,,22.674737,120.333523,1,0,0,60.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.6,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約60坪.2.承租未保存登記建物約40坪.,2020-09-22 00:00:00+00:00,,,
907,E,2020-07-22 00:00:00+00:00,RPQOMLOLPHPFFJE07CC,阿蓮區,822,土地,A,崙子頂段2551~2580地號,,22.859506,120.315118,1,0,0,722.37,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,16.5,0.0,0.0,含增建或未登記建物。;承租未保存登記建物約650坪,2020-09-11 00:00:00+00:00,,,
908,E,2020-07-23 00:00:00+00:00,RPTNMLKMPHPFFJE96CC,路竹區,821,土地,A,大仁段1~30地號,,22.872441,120.266734,1,0,0,150.04,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.0,0.0,0.0,含增建或未登記建物。;承租地坪約150坪，承租未保存登記建物約100坪。租賃期間：1年0個月1天,2020-09-11 00:00:00+00:00,,,
909,E,2020-07-23 00:00:00+00:00,RPUOMLRJQHPFFJE67CC,阿蓮區,822,土地,A,中路段2401~2430地號,,22.892568,120.298589,1,0,0,52.03,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.3,0.0,0.0,含增建或未登記建物。;承租地坪約52坪，承租未保存登記建物約52坪,2020-09-22 00:00:00+00:00,,,
910,E,2020-07-24 00:00:00+00:00,RPUOMLRJQHPFFFE27CC,梓官區,826,土地,A,新興段661~690地號,,22.746381,120.25641,1,0,0,90.02,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.3,0.0,0.0,含增建或未登記建物。;承租地坪約90坪，承租未保存登記建物約40坪,2020-09-22 00:00:00+00:00,,,
911,E,2020-07-25 00:00:00+00:00,RPVOMLRJQHPFFFE37CC,岡山區,820,土地,A,和平段91~120地號,,,,1,0,0,205.38,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.3,0.0,0.0,含增建或未登記建物。;承租未保存登記建物約150坪,2020-09-22 00:00:00+00:00,,,
912,E,2020-07-27 00:00:00+00:00,RPPOMLPLQHPFFLE37CC,大寮區,831,土地,A,赤崁段潮州寮小段5821~5850地號,,,,1,0,0,153.37,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.3,0.0,0.0,含增建或未登記建物。;承租未保存登記建物約122坪,2020-10-12 00:00:00+00:00,,,
913,E,2020-07-27 00:00:00+00:00,RPTOMLRJQHPFFIE47CC,大社區,815,土地,A,大安段751~780地號,,22.733872,120.345419,1,0,0,150.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.3,0.0,0.0,含增建或未登記建物。;1.租賃期間:1年又4天.2.實際承租坪數約150坪.3.承租未保存登記建物約150坪.,2020-09-22 00:00:00+00:00,,,
914,E,2020-07-27 00:00:00+00:00,RPUNMLKKQHPFFIE86CC,仁武區,814,土地,A,烏林段871~900地號,,22.69799,120.377028,1,0,0,40.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.3,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約40坪.2.承租未保存登記建物約30坪.,2020-09-22 00:00:00+00:00,,,
915,E,2020-07-29 00:00:00+00:00,RPQOMLKKQHPFFIE56CC,大社區,815,土地,A,保甲段811~840地號,,22.747574,120.354888,1,0,0,200.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.3,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約200坪.2.承租未保存登記建物約150坪,2020-09-22 00:00:00+00:00,,,
916,E,2020-07-29 00:00:00+00:00,RPQOMLOJQHPFFEE09CC,楠梓區,811,土地,A,藍田西段121~150地號,,,,1,0,0,163.62,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.4,0.0,0.0,,2020-09-22 00:00:00+00:00,,,
917,E,2020-07-29 00:00:00+00:00,RPXPMLTLPHPFFEE87CC,左營區,813,土地,A,福山段271~300地號,,22.688184,120.314084,1,0,0,64.32,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.5,0.1,0.0,含增建或未登記建物。;,2020-09-11 00:00:00+00:00,,,
918,E,2020-07-30 00:00:00+00:00,RPROMLKKQHPFFIE66CC,大社區,815,土地,A,鹽埕段241~270地號,,22.722495,120.360157,2,0,0,40.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約40坪.2.承租未保存登記建物約35坪.,2020-09-22 00:00:00+00:00,,,
919,E,2020-07-31 00:00:00+00:00,RPOOMLRJQHPFFIE96CC,仁武區,814,土地,A,草潭段1~30地號,,,,1,0,0,50.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約50坪.2.承租未保存登記建物約40坪.,2020-09-22 00:00:00+00:00,,,
920,E,2020-07-31 00:00:00+00:00,RPUOMLRLQHPFFIE77CC,大社區,815,土地,A,鹽埕段661~690地號,,22.712087,120.365855,1,0,0,40.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.0,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約40坪.2.承租未保存登記建物約28坪.,2020-10-12 00:00:00+00:00,,,
921,E,2020-08-01 00:00:00+00:00,未保存登記建物約35坪,大寮區,831,土地,A,大寮段芎蕉腳小段2131~2160地號,,22.608079,120.413072,1,0,0,50.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.6,0.0,0.0,含增建或未登記建物。;實際承租地坪約50坪,2020-10-12 00:00:00+00:00,,,
922,E,2020-08-04 00:00:00+00:00,RPWOMLRJQHPFFFE47CC,燕巢區,824,土地,A,鳳雄段541~570地號,,,,2,0,0,125.24,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.8,0.0,0.0,含增建或未登記建物。;承租地坪約125坪，承租未保存登記建物約125坪,2020-09-22 00:00:00+00:00,,,
923,E,2020-08-05 00:00:00+00:00,RPVOMLRLQHPFFIE87CC,仁武區,814,土地,A,仁龍段1051~1080地號,,,,1,0,0,70.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.0,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約70坪.2.承租未保存登記建物約60坪.,2020-10-12 00:00:00+00:00,,,
924,E,2020-08-07 00:00:00+00:00,未保存登記建物約70坪,大寮區,831,土地,A,大寮段芎蕉腳小段2131~2160地號,,22.608079,120.413072,1,0,0,80.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.3,0.0,0.0,含增建或未登記建物。;實際承租地坪約80坪,2020-10-12 00:00:00+00:00,,,
925,E,2020-08-11 00:00:00+00:00,RPOOMLSJRHPFFIE17CC,大社區,815,土地,A,圳觀段841~870地號,,,,1,0,0,70.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.3,0.0,0.0,含增建或未登記建物。;1.實際承租地坪為70坪.2.承租未保存登記建物約62坪.,2020-10-21 00:00:00+00:00,,,
926,E,2020-08-14 00:00:00+00:00,RPVNMLKKRHPFFLE37CC,大寮區,831,土地,A,大寮段芎蕉腳小段2131~2160地號,,22.608079,120.413072,1,0,0,80.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.7,0.0,0.0,含增建或未登記建物。;租賃期間:1年0月10天實際承租地坪約80坪，未保存登記建物約70坪,2020-10-21 00:00:00+00:00,,,
927,E,2020-08-17 00:00:00+00:00,RPPNMLNJRHPFFLE96CC,大寮區,831,土地,A,大寮段芎蕉腳小段1861~1890地號,,22.603394,120.415962,1,0,0,65.04,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.0,0.0,租賃部分面積215平方公尺，含增建或未登記建物。,2020-10-21 00:00:00+00:00,,,
928,E,2020-08-17 00:00:00+00:00,RPQNMLLKRHPFFLE96CC,大寮區,831,土地,A,會結南段931~960地號,,22.54699,120.420817,1,0,0,159.72,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.7,0.0,0.0,含增建或未登記建物。;承租未保存登記建物約110坪,2020-11-03 00:00:00+00:00,,,
929,E,2020-08-17 00:00:00+00:00,未保存登記建物約315,大寮區,831,土地,A,山子頂段3001~3030地號,,22.620207,120.397531,1,0,0,400.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,6.2,0.0,0.0,含增建或未登記建物。;實際承租地坪約400坪,2020-10-12 00:00:00+00:00,,,
930,E,2020-08-19 00:00:00+00:00,RPXOMLOJRHPFFFE37CC,燕巢區,824,土地,A,觀水段241~270地號,,,,1,0,0,135.14,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.0,0.0,0.0,含增建或未登記建物。;地上有未保存登記建物一棟,2020-10-21 00:00:00+00:00,,,
931,E,2020-08-20 00:00:00+00:00,RPROMLQLQHPFFFE07CC,岡山區,820,土地,A,嘉興段931~960地號,,,,1,0,0,60.2,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.0,0.0,0.0,含增建或未登記建物。;承租地坪約60坪，承租未保存登記建物約40坪,2020-10-12 00:00:00+00:00,,,
932,E,2020-08-21 00:00:00+00:00,RPROMLTJRHPFFIE57CC,仁武區,814,土地,A,澄清段1~30地號,,22.683434,120.34992,1,0,0,50.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.0,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約50坪.2.承租未保存登記建物約50坪.,2020-10-21 00:00:00+00:00,,,
933,E,2020-08-21 00:00:00+00:00,RPVOMLQKRHPFFLE08CC,大寮區,831,土地,A,翁公園段二小段4591~4620地號,,22.621881,120.424721,1,0,0,109.2,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.0,0.0,0.0,含增建或未登記建物。;承租未保存登記建物約65坪,2020-11-03 00:00:00+00:00,,,
934,E,2020-08-22 00:00:00+00:00,RPWNMLKKRHPFFIE17CC,大社區,815,土地,A,鹽埕段661~690地號,,22.712087,120.365855,1,0,0,250.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.8,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約250坪.2.承租未保存登記建物約190坪.,2020-10-21 00:00:00+00:00,,,
935,E,2020-08-24 00:00:00+00:00,RPOOMLKKRHPFFIE09CC,仁武區,814,土地,A,竹園段1501~1530地號,,22.696268,120.347179,1,0,0,65.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約65坪.2.承租未保存登記建物約55坪.,2020-10-21 00:00:00+00:00,,,
936,E,2020-08-24 00:00:00+00:00,RPOOMLOJRHPFFIE76CC,大社區,815,土地,A,嘉誠段361~390地號,,,,1,0,0,100.13,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.3,0.0,0.0,含增建或未登記建物。;承租地坪約100坪，承租未保存登記建物約100坪,2020-10-21 00:00:00+00:00,,,
937,E,2020-08-24 00:00:00+00:00,RPOOMLRKRHPFFIE17CC,仁武區,814,土地,A,仁新段991~1020地號,,22.701401,120.368012,6,0,0,300.08,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.5,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約300坪.2.承租未保存登記建物約300坪.,2020-11-03 00:00:00+00:00,,,
938,E,2020-08-24 00:00:00+00:00,RPQOMLKKRHPFFIE66CC,大社區,815,土地,A,大社段901~930地號,,22.732901,120.341618,1,0,0,80.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.0,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約80坪.2.承租未保存登記建物約67坪.,2020-10-21 00:00:00+00:00,,,
939,E,2020-08-24 00:00:00+00:00,未保存登記建物約85坪,大寮區,831,土地,A,赤崁段潮州寮小段4801~4830地號,,,,1,0,0,85.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.0,0.0,0.0,含增建或未登記建物。;實際承租地坪約85坪,2020-11-11 00:00:00+00:00,,,
940,E,2020-08-25 00:00:00+00:00,RPQPMLOJRHPFFFE76CC,橋頭區,825,土地,A,內庄段91~120地號,,22.768008,120.31539,1,0,0,60.02,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.5,0.0,0.0,含增建或未登記建物。;承租地坪約60坪，承租未保存登記建物約40坪,2020-10-21 00:00:00+00:00,,,
941,E,2020-08-26 00:00:00+00:00,RPPNMLLKRHPFFIE56CC,仁武區,814,土地,A,文武段91~120地號,,22.699645,120.357926,1,0,0,75.05,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.7,0.0,0.0,含增建或未登記建物。;1.承租未保存登記建物約65坪.,2020-11-03 00:00:00+00:00,,,
942,E,2020-08-26 00:00:00+00:00,RPRNMLLKRHPFFFE09CC,燕巢區,824,土地,A,鳳龍段1111~1140地號,,22.754868,120.350367,1,0,0,200.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約200坪.2.承租未保存登記建物約150坪.,2020-11-03 00:00:00+00:00,,,
943,E,2020-08-27 00:00:00+00:00,RPRNMLLKRHPFFIE76CC,鳥松區,833,土地,A,大腳腿段1711~1740地號,,22.644755,120.386709,1,0,0,290.0,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.5,0.0,0.0,含增建或未登記建物。;,2020-11-03 00:00:00+00:00,,,
944,E,2020-08-27 00:00:00+00:00,RPWNMLSLQHPFFLE28CC,大寮區,831,土地,A,山子頂段3511~3540地號,,,,3,0,0,1520.06,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,20.0,0.0,0.0,含增建或未登記建物。;,2020-10-12 00:00:00+00:00,,,
945,E,2020-08-28 00:00:00+00:00,RPSNMLLKRHPFFIE86CC,鳥松區,833,土地,A,崎子腳段一小段211~240地號,,,,1,0,0,70.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.5,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約70坪.2.承租未保存登記建物約68坪.,2020-11-03 00:00:00+00:00,,,
946,E,2020-08-29 00:00:00+00:00,RPSNMLQKRHPFFIE37CC,大社區,815,土地,A,大社段901~930地號,,22.732901,120.341618,1,0,0,70.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約70坪.2.承租未保存登記建物約60坪.,2020-11-03 00:00:00+00:00,,,
947,E,2020-08-29 00:00:00+00:00,RPXNMLNJRHPFFFE17CC,岡山區,820,土地,A,文化段1471~1500地號,,,,3,0,0,158.21,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,6.0,0.0,0.0,自民國109年8月29日至民國110年2月28日止為搬遷整理裝潢期，免付租金，自民國110年03月01日至民國115年03月01日起開始付租金。,2020-10-21 00:00:00+00:00,,,
948,E,2020-08-29 00:00:00+00:00,每月租金約14167元,大寮區,831,土地,A,大寮段芎蕉腳小段2131~2160地號,,22.608079,120.413072,1,0,0,40.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.4,0.0,0.0,含增建或未登記建物。;實際承租地坪約40坪.未保存登記建物約35坪年繳租金17萬元,2020-11-11 00:00:00+00:00,,,
949,E,2020-08-31 00:00:00+00:00,RPOOMLTJRHPFFIE27CC,仁武區,814,土地,A,烏林段811~840地號,,22.700028,120.379657,1,0,0,270.0,,,一般農業區,12,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.1,0.0,0.0,含增建或未登記建物。;1.實際承租地坪約270坪.2.承租未保存登記建物約270坪.,2020-10-21 00:00:00+00:00,,,
950,E,2020-09-01 00:00:00+00:00,RPSNMLQLRHPFFLE77CC,大寮區,831,土地,A,潮寮北段811~840地號,,,,1,0,0,250.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.9,0.0,0.0,實際承租地坪約250坪,2020-11-11 00:00:00+00:00,,,
951,E,2020-09-01 00:00:00+00:00,RPSPMLSJRHPFFFE37CC,岡山區,820,土地,A,福潭段241~270地號,,,,1,0,0,150.04,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.5,0.0,0.0,含增建或未登記建物。;承租地坪約150坪，承租未保存登記建物約145坪,2020-10-21 00:00:00+00:00,,,
